Year,Month,Day,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
2017,3,18,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Military,Unknown,Explosives
2017,3,18,95,Iraq,10,Middle East & North Africa,Diyala,Dainiyah,33.773349,45.14945,Bombing/Explosion,Police,Unknown,Explosives
2017,3,18,95,Iraq,10,Middle East & North Africa,Kirkuk,Melh,35.571859,44.25402,Bombing/Explosion,Police,Unknown,Explosives
2017,3,18,92,India,6,South Asia,Jharkhand,Lotwa,23.492724,85.534185,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2017,3,18,92,India,6,South Asia,Jharkhand,Gowasarey,24.490518,83.936317,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives
2017,3,18,92,India,6,South Asia,Jharkhand,Mahudand,24.383016,84.023169,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2017,3,18,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Michni,34.186944,71.445278,Unknown,Military,Tehrik-i-Taliban Pakistan (TTP),Unknown
2017,3,18,147,Nigeria,11,Sub-Saharan Africa,Enugu,Nara,6.218424,7.649751,Hostage Taking (Kidnapping),Private Citizens & Property,Fulani extremists,Unknown
2017,3,18,159,Peru,3,South America,Ayacucho,Palmapampa,-12.767585,-73.656398,Armed Assault,Police,Shining Path (SL),Firearms
2017,3,18,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Business,Unknown,Explosives
2017,3,18,95,Iraq,10,Middle East & North Africa,Diyala,Madain,33.100529,44.584492,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,18,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,19,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Khyber district,34.021103,71.287421,Armed Assault,Military,Unknown,Firearms
2017,3,19,160,Philippines,5,Southeast Asia,Basilan,Lamitan,6.660501,122.138992,Bombing/Explosion,Business,Abu Sayyaf Group (ASG),Explosives
2017,3,19,4,Afghanistan,6,South Asia,Helmand,Washer district,31.86668,64.19415,Armed Assault,Military,Unknown,Firearms
2017,3,19,4,Afghanistan,6,South Asia,Uruzgan,Khorma,32.708333,65.863611,Hostage Taking (Kidnapping),Military,Taliban,Firearms
2017,3,19,153,Pakistan,6,South Asia,Balochistan,Lehri,29.181923,68.211555,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,19,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Hiyati,34.71999,71.724765,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,19,92,India,6,South Asia,Chhattisgarh,Kanker district,20.310826,81.071923,Bombing/Explosion,Unknown,Maoists,Explosives
2017,3,19,92,India,6,South Asia,Odisha,Sapalajhola,19.630275,83.418876,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Melee
2017,3,19,1004,South Sudan,11,Sub-Saharan Africa,Northern Upper Nile,Paloch,10.461944,32.540278,Hostage Taking (Kidnapping),Business,Sudan People's Liberation Movement in Opposition (SPLM-IO),Unknown
2017,3,19,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Jowhar,2.777264,45.500641,Assassination,Private Citizens & Property,Al-Shabaab,Explosives
2017,3,19,182,Somalia,11,Sub-Saharan Africa,Bay,Baidoa,3.115641,43.64658,Assassination,Government (General),Al-Shabaab,Explosives
2017,3,19,113,Libya,10,Middle East & North Africa,Misrata,Misrata,32.354923,15.105525,Unknown,Journalists & Media,Unknown,Unknown
2017,3,19,113,Libya,10,Middle East & North Africa,Misrata,Misrata,32.354923,15.105525,Unknown,Journalists & Media,Unknown,Unknown
2017,3,19,4,Afghanistan,6,South Asia,Jawzjan,Qush Tepa district,36.187668,65.350536,Bombing/Explosion,Unknown,Taliban,Explosives
2017,3,19,4,Afghanistan,6,South Asia,Sari Pul,Sari Pul,36.217655,65.933037,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,19,228,Yemen,10,Middle East & North Africa,Saada,Al-Buq,17.345785,44.618122,Unknown,Military,Houthi extremists (Ansar Allah),Unknown
2017,3,19,160,Philippines,5,Southeast Asia,Batangas,Santa Clara,13.757368,121.043512,Armed Assault,Military,Unknown,Firearms
2017,3,19,130,Mexico,1,North America,Veracruz,Yanga,18.833393,-96.799966,Assassination,Journalists & Media,Unknown,Firearms
2017,3,19,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,Bombing/Explosion,Private Citizens & Property,Hay'at Tahrir al-Sham,Explosives
2017,3,19,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,Bombing/Explosion,Private Citizens & Property,Hay'at Tahrir al-Sham,Explosives
2017,3,19,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.08794,33.837488,Unknown,Military,Unknown,Unknown
2017,3,19,160,Philippines,5,Southeast Asia,Basilan,Dugaa,6.611512,122.263054,Bombing/Explosion,Private Citizens & Property,Abu Sayyaf Group (ASG),Explosives
2017,3,19,95,Iraq,10,Middle East & North Africa,Baghdad,Akarkouf,33.351177,44.205009,Bombing/Explosion,Military,Unknown,Explosives
2017,3,19,92,India,6,South Asia,Jharkhand,Jori,24.075537,85.183586,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2017,3,19,4,Afghanistan,6,South Asia,Farah,Dehak,32.222282,62.168857,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Unknown
2017,3,18,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Jamrud,34.002579,71.382477,Hostage Taking (Kidnapping),Military,Unknown,Firearms
2017,3,19,94,Iran,10,Middle East & North Africa,Kordestan,Marivan,35.521797,46.183594,Unknown,Military,Zagros Eagles,Unknown
2017,3,19,4,Afghanistan,6,South Asia,Zabul,Shahjoy district,32.504199,67.416011,Bombing/Explosion,Military,Unknown,Explosives
2017,3,20,160,Philippines,5,Southeast Asia,Bukidnon,Quezon,7.730071,125.099395,Armed Assault,Military,New People's Army (NPA),Firearms
2017,3,20,160,Philippines,5,Southeast Asia,Bukidnon,Patpat,8.196758,125.06471,Facility/Infrastructure Attack,Business,New People's Army (NPA),Incendiary
2017,3,20,160,Philippines,5,Southeast Asia,Misamis Oriental,Gingoog,8.822198,125.100987,Armed Assault,Military,New People's Army (NPA),Firearms
2017,3,20,160,Philippines,5,Southeast Asia,Misamis Oriental,Balingasag district,8.744462,124.781605,Armed Assault,Military,New People's Army (NPA),Firearms
2017,3,19,4,Afghanistan,6,South Asia,Paktika,Urgun district,33.02242,69.201827,Unknown,Police,Taliban,Unknown
2017,3,20,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Awdheegle,1.978939,44.832062,Assassination,Government (General),Al-Shabaab,Firearms
2017,3,20,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,Armed Assault,Government (General),Al-Shabaab,Explosives
2017,3,20,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,20,33,Burkina Faso,11,Sub-Saharan Africa,Sahel,Nassoumbou,14.409348,-1.552013,Armed Assault,Military,Unknown,Firearms
2017,3,20,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,30.5,33.6,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,20,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,Bombing/Explosion,Police,Sinai Province of the Islamic State,Explosives
2017,3,20,78,Greece,8,Western Europe,Attica,Kryoneri,38.142222,23.841111,Assassination,Government (Diplomatic),Conspiracy of Cells of Fire,Explosives
2017,3,20,182,Somalia,11,Sub-Saharan Africa,Bay,Daynunay,3.037389,43.796963,Armed Assault,Military,Al-Shabaab,Explosives
2017,3,20,147,Nigeria,11,Sub-Saharan Africa,Benue,Zaki Biam,7.500429,9.606221,Armed Assault,Private Citizens & Property,Fulani extremists,Firearms
2017,3,20,160,Philippines,5,Southeast Asia,Negros Occidental,Buenavista,10.028978,122.847903,Armed Assault,Private Citizens & Property,New People's Army (NPA),Firearms
2017,3,20,160,Philippines,5,Southeast Asia,Sultan Kudarat,Hinalaan,6.509646,124.108599,Armed Assault,Military,New People's Army (NPA),Firearms
2017,3,20,4,Afghanistan,6,South Asia,Takhar,Kandaharian,37.339167,69.5825,Armed Assault,Police,Taliban,Firearms
2017,3,20,228,Yemen,10,Middle East & North Africa,Taizz,Seyar,13.35541,44.195911,Unknown,Military,Houthi extremists (Ansar Allah),Unknown
2017,3,20,228,Yemen,10,Middle East & North Africa,Taizz,Seyar,13.35541,44.195911,Unknown,Military,Houthi extremists (Ansar Allah),Unknown
2017,3,20,228,Yemen,10,Middle East & North Africa,Unknown,Unknown,,,Bombing/Explosion,Private Citizens & Property,Houthi extremists (Ansar Allah),Explosives
2017,3,20,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Tarkho,34.763201,71.40903,Bombing/Explosion,Food or Water Supply,Unknown,Explosives
2017,3,20,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,20,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,20,95,Iraq,10,Middle East & North Africa,Diyala,Husseiniyah,33.548306,44.415733,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,20,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Hostage Taking (Kidnapping),Police,Islamic State of Iraq and the Levant (ISIL),Unknown
2017,3,20,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,20,41,Central African Republic,11,Sub-Saharan Africa,Haut-Mbomou,Djemah district,6.479516,25.394146,Hostage Taking (Kidnapping),Private Citizens & Property,Lord's Resistance Army (LRA),Unknown
2017,3,20,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,Bombing/Explosion,Private Citizens & Property,Sinai Province of the Islamic State,Explosives
2017,3,20,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Jalame,32.509904,35.307883,Bombing/Explosion,Police,Unknown,Explosives
2017,3,20,92,India,6,South Asia,Kerala,Choori,12.513942,74.987892,Armed Assault,Educational Institution,Unknown,Melee
2017,3,20,217,United States,1,North America,New York,New York City,40.697132,-73.931351,Armed Assault,Private Citizens & Property,White extremists,Melee
2017,3,20,95,Iraq,10,Middle East & North Africa,Al Anbar,Radhwaniyah,33.185299,44.26778,Bombing/Explosion,Business,Unknown,Explosives
2017,3,21,160,Philippines,5,Southeast Asia,Agusan del Sur,Comota,8.338611,125.796111,Unknown,Military,New People's Army (NPA),Unknown
2017,3,20,4,Afghanistan,6,South Asia,Helmand,Gereshk,31.825871,64.576431,Bombing/Explosion,Government (General),Taliban,Explosives
2017,3,20,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,Assassination,Government (General),Jabha East Africa,Firearms
2017,3,21,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,Bombing/Explosion,Military,Al-Shabaab,Explosives
2017,3,21,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,21,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,21,95,Iraq,10,Middle East & North Africa,Kirkuk,Hawijah district,35.010072,43.728868,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,20,4,Afghanistan,6,South Asia,Wardak,Unknown,34.351349,68.238534,Bombing/Explosion,Military,Taliban,Explosives
2017,3,21,603,United Kingdom,8,Western Europe,Northern Ireland,Strabane,54.819164,-7.467909,Bombing/Explosion,Police,The New Irish Republican Army,Explosives
2017,3,21,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Mandani,34.34473,71.787491,Armed Assault,Government (General),Unknown,Firearms
2017,3,21,209,Turkey,10,Middle East & North Africa,Diyarbakir,Diyarbakir,37.922218,40.184376,Armed Assault,Police,Unknown,Melee
2017,3,20,19,Bangladesh,6,South Asia,Chittagong,Paindong,22.713328,91.775259,Armed Assault,Religious Figures/Institutions,Unknown,Melee
2017,3,21,228,Yemen,10,Middle East & North Africa,Ad Dali,Dali,13.693253,44.726623,Assassination,Government (General),Unknown,Firearms
2017,3,21,183,South Africa,11,Sub-Saharan Africa,Limpopo,Moledji,-23.896171,29.448626,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Unknown
2017,3,21,183,South Africa,11,Sub-Saharan Africa,Limpopo,Moledji,-23.896171,29.448626,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Unknown
2017,3,21,183,South Africa,11,Sub-Saharan Africa,Limpopo,Moledji,-23.896171,29.448626,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Unknown
2017,3,21,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,Bombing/Explosion,Private Citizens & Property,Free Syrian Army,Explosives
2017,3,21,41,Central African Republic,11,Sub-Saharan Africa,Ouaka,Agoudou Manga,5.881409,20.909629,Armed Assault,Private Citizens & Property,Union for Peace in Central Africa (UPC),Firearms
2017,3,21,41,Central African Republic,11,Sub-Saharan Africa,Ouaka,Yasseneme,5.921246,20.850245,Armed Assault,Private Citizens & Property,Union for Peace in Central Africa (UPC),Firearms
2017,3,21,41,Central African Republic,11,Sub-Saharan Africa,Ouaka,Ngouyanza,5.921246,20.850245,Armed Assault,Private Citizens & Property,Union for Peace in Central Africa (UPC),Firearms
2017,3,21,200,Syria,10,Middle East & North Africa,Hamah,Suran,35.281712,36.731991,Bombing/Explosion,Military,Hay'at Tahrir al-Sham,Explosives
2017,3,21,200,Syria,10,Middle East & North Africa,Hamah,Suran,35.288154,36.741528,Bombing/Explosion,Private Citizens & Property,Hay'at Tahrir al-Sham,Explosives
2017,3,21,200,Syria,10,Middle East & North Africa,Hamah,Mardes,35.252605,36.756168,Unknown,Military,Hay'at Tahrir al-Sham,Unknown
2017,3,21,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,Bombing/Explosion,Private Citizens & Property,Free Syrian Army,Explosives
2017,3,21,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,Bombing/Explosion,Private Citizens & Property,Free Syrian Army,Explosives
2017,3,21,95,Iraq,10,Middle East & North Africa,Unknown,Naimiya,,,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,21,95,Iraq,10,Middle East & North Africa,Saladin,Saba al-Bor,33.460819,44.157433,Bombing/Explosion,Business,Unknown,Explosives
2017,3,21,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,21,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,603,United Kingdom,8,Western Europe,England,London,51.504387,-0.140041,Armed Assault,Police,Muslim extremists,Melee
2017,3,22,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.099057,33.812419,Bombing/Explosion,Military,Sinai Province of the Islamic State,Explosives
2017,3,21,4,Afghanistan,6,South Asia,Laghman,Unknown,34.689769,70.145581,Assassination,Government (General),Unknown,Firearms
2017,3,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Al Anbar,Subaih,33.297611,44.081769,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,22,153,Pakistan,6,South Asia,Balochistan,Qila Abdullah district,30.805486,66.712915,Bombing/Explosion,Educational Institution,Unknown,Explosives
2017,3,22,92,India,6,South Asia,Uttar Pradesh,Pilibhit district,28.58349,80.008775,Facility/Infrastructure Attack,Police,Unknown,Incendiary
2017,3,22,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Angoor Ada,32.515774,69.289474,Bombing/Explosion,Military,Unknown,Explosives
2017,3,22,4,Afghanistan,6,South Asia,Helmand,Loy Bagh,31.630932,64.258698,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,22,4,Afghanistan,6,South Asia,Kandahar,Nesh district,32.36446,65.706579,Bombing/Explosion,Police,Unknown,Explosives
2017,3,22,4,Afghanistan,6,South Asia,Kunduz,Imam Sahib district,37.060393,68.819884,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,21,182,Somalia,11,Sub-Saharan Africa,Gedo,Bardere,2.349308,42.280334,Armed Assault,Business,Al-Shabaab,Firearms
2017,3,22,4,Afghanistan,6,South Asia,Nangarhar,Ghani Khel district,34.195841,70.787515,Bombing/Explosion,Unknown,Unknown,Explosives
2017,3,22,209,Turkey,10,Middle East & North Africa,Hakkari,Cukurca district,37.293709,43.671189,Armed Assault,Military,Kurdistan Workers' Party (PKK),Explosives
2017,3,22,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.869216,13.242855,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,92,India,6,South Asia,Chhattisgarh,Kuprel,19.03013,80.719605,Armed Assault,Police,Maoists,Firearms
2017,3,22,153,Pakistan,6,South Asia,Sindh,Misri Shah,26.938782,68.427334,Bombing/Explosion,Transportation,Unknown,Explosives
2017,3,22,92,India,6,South Asia,Uttar Pradesh,Hathras,27.60027,78.049919,Facility/Infrastructure Attack,Business,Hindu extremists,Incendiary
2017,3,22,92,India,6,South Asia,Uttar Pradesh,Hathras,27.60027,78.049919,Facility/Infrastructure Attack,Business,Hindu extremists,Incendiary
2017,3,22,92,India,6,South Asia,Uttar Pradesh,Ladpur,27.564514,78.121521,Facility/Infrastructure Attack,Business,Hindu extremists,Incendiary
2017,3,22,153,Pakistan,6,South Asia,Sindh,Mehrabpur,27.099629,68.420986,Bombing/Explosion,Transportation,Unknown,Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Police,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,17,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Hostage Taking (Barricade Incident),Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,22,214,Ukraine,9,Eastern Europe,Donetsk,Avdiivka,48.143208,37.753361,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,160,Philippines,5,Southeast Asia,Surigao del Norte,Jubgan,9.681835,125.396062,Unknown,NGO,New People's Army (NPA),Unknown
2017,3,22,209,Turkey,10,Middle East & North Africa,Hatay,Unknown,36.401849,36.34981,Armed Assault,Military,Kurdistan Workers' Party (PKK),Firearms
2017,3,22,45,Colombia,3,South America,Cauca,Corinto district,3.174159,-76.258802,Armed Assault,Private Citizens & Property,Right-Wing Paramilitaries,Firearms
2017,3,24,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,Armed Assault,Police,Sinai Province of the Islamic State,Firearms
2017,3,22,153,Pakistan,6,South Asia,Punjab,Sialkot,32.492477,74.53104,Armed Assault,Police,Unknown,Firearms
2017,3,22,147,Nigeria,11,Sub-Saharan Africa,Delta,Udu district,5.470436,5.835384,Armed Assault,Private Citizens & Property,Ijaw extremists,Firearms
2017,3,22,200,Syria,10,Middle East & North Africa,Lattakia,Jableh,35.361572,35.927155,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,200,Syria,10,Middle East & North Africa,Lattakia,Qardaha,35.456491,36.058356,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,217,United States,1,North America,North Dakota,Nome,46.679696,-97.810146,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2017,3,22,95,Iraq,10,Middle East & North Africa,Diyala,Nahrawan,33.375759,44.702866,Bombing/Explosion,Business,Unknown,Explosives
2017,3,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,22,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.099057,33.812419,Bombing/Explosion,Military,Sinai Province of the Islamic State,Explosives
2017,3,23,160,Philippines,5,Southeast Asia,Basilan,Basakan,6.644703,122.299491,Hijacking,Maritime,Abu Sayyaf Group (ASG),Firearms
2017,3,23,160,Philippines,5,Southeast Asia,North Cotabato,Camutan,7.255079,125.103966,Hostage Taking (Kidnapping),Private Citizens & Property,New People's Army (NPA),Firearms
2017,3,23,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,23,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Business,Unknown,Explosives
2017,3,23,228,Yemen,10,Middle East & North Africa,Abyan,Aben,13.741654,45.687587,Bombing/Explosion,Government (General),Al-Qaida in the Arabian Peninsula (AQAP),Explosives
2017,3,23,173,Saudi Arabia,10,Middle East & North Africa,Asir,Dhahran al-Janub,17.651777,43.526192,Bombing/Explosion,Police,Houthi extremists (Ansar Allah),Explosives
2017,3,23,92,India,6,South Asia,Jammu and Kashmir,Hajipora Haram,33.717003,74.836092,Assassination,Police,Unknown,Firearms
2017,3,23,92,India,6,South Asia,Jammu and Kashmir,Memender,33.705463,74.841759,Armed Assault,Government (General),Unknown,Firearms
2017,3,23,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Barawe,1.114228,44.028706,Armed Assault,Military,Al-Shabaab,Firearms
2017,3,23,42,Chad,11,Sub-Saharan Africa,Sila,Ndoroti,12.225759,21.412684,Hostage Taking (Kidnapping),Business,Sudanese Rebels,Unknown
2017,3,23,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.14352,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,23,4,Afghanistan,6,South Asia,Kunduz,Aliabad district,36.611544,68.896453,Armed Assault,Police,Taliban,Firearms
2017,3,23,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Beit El,31.944417,35.222758,Armed Assault,Private Citizens & Property,Palestinian Extremists,Incendiary
2017,3,23,214,Ukraine,9,Eastern Europe,Kharkiv,Balakliya,49.484387,36.868365,Bombing/Explosion,Military,Pro-Russia Militia,Explosives
2017,3,23,4,Afghanistan,6,South Asia,Takhar,Khwaja Baha Wuddin district,37.339167,69.5825,Armed Assault,Private Citizens & Property,Taliban,Firearms
2017,3,23,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.443237,30.517452,Assassination,Private Citizens & Property,Unknown,Firearms
2017,3,22,92,India,6,South Asia,Uttar Pradesh,Hathras,27.600188,78.050049,Facility/Infrastructure Attack,Business,Hindu extremists,Incendiary
2017,3,23,130,Mexico,1,North America,Chihuahua,Chihuahua,28.632996,-106.0691,Assassination,Journalists & Media,Unknown,Firearms
2017,3,23,603,United Kingdom,8,Western Europe,England,Middlesbrough,54.55618,-1.236686,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
2017,3,23,95,Iraq,10,Middle East & North Africa,Kirkuk,Hawijah district,35.015846,43.722516,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,3,23,160,Philippines,5,Southeast Asia,Maguindanao,Shariff Saydona Mustapha,6.976348,124.482066,Bombing/Explosion,Police,Bangsamoro Islamic Freedom Movement (BIFM),Explosives
2017,3,23,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,Bombing/Explosion,Private Citizens & Property,Free Syrian Army,Explosives
2017,3,23,160,Philippines,5,Southeast Asia,Agusan del Sur,Bunucayan,8.068792,125.488951,Armed Assault,Private Citizens & Property,New People's Army (NPA),Firearms
2017,3,23,195,Sudan,11,Sub-Saharan Africa,West Darfur,Regil Mur,13.515365,22.748597,Armed Assault,Private Citizens & Property,Unknown,Firearms
2017,3,25,104,Kenya,11,Sub-Saharan Africa,Mandera,Mandera district,3.689947,41.69166,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,3,23,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Grenoble,45.188529,5.724524,Facility/Infrastructure Attack,Government (General),Wild Individualities,Incendiary
2017,3,24,19,Bangladesh,6,South Asia,Dhaka,Dhaka,23.791275,90.418205,Bombing/Explosion,Police,Islamic State in Bangladesh,Explosives
2017,3,24,167,Russia,9,Eastern Europe,Chechnya,Naurskaya,43.662722,45.320578,Armed Assault,Military,Caucasus Province of the Islamic State,Firearms
2017,3,24,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Kasai-Central,Kananga district,-6.174751,21.558038,Hostage Taking (Kidnapping),Police,Kamwina Nsapu Militia,Firearms
